name comment
Morbius 耳朵好酷敗得有點簡單不過
Morbius 我個人覺得非常好看劇情緊湊特效有棒唯一就是反派有點太弱了結尾一下子就收起來有點可惜其他部分都很棒推薦推薦
Morbius 國外影評真的不值得參考就一個新人物登場的電影來說魔比斯算是好看美國的票房衝上第一名完全跟影評人低分背道而馳觀眾很買單就夠了比較期待是索尼接下來的邪惡六人組魔比斯應該會有更棒的表現
Morbius 還不錯呀評分低到我以為很難看男主角很帥
Morbius 特效不錯劇情不算特別精彩但也不至於太難看
Morbius 昨天晚上去看魔比斯本來以為評分才應該很難看結果出呼意料的沒有冷場好看很精彩啊我還覺得片長好短一下就結束了看不過癮啊看他的結局想必還會出續集吧看了這部片後出電影院馬上查男主角叫什麼名字他真的超級帥的以前都沒注意到這號人物一查才知他歲了歲怎麼還可以長那麼好看
Morbius 劇情緊湊收尾太快但是特效足就是部半斤八兩的電影不會到難看
Morbius 特效節奏很快有些片段太暗男主角帥有魅力但是整體是好看的
Morbius 很好看超級酷特效也讚到不行推推推
Morbius 還不錯有些伏筆在應該會有第二部之後應該跟猛毒及蜘蛛人連貫起來
Morbius 特效做的很好耶好看只是覺得他才是真正的蝙蝠俠誤
Morbius 前面還不錯但後段還好
Morbius 還行耶描述情感的句子有磨練過漫威宇宙最近真的製作了一些有趣的題材
Morbius 尚氣比這好看十倍所以尚氣很好看
Morbius 看評價很猶豫要不要去看但朋友最後選這部就一起去看發現還不錯沒想像中那麼不好甚至還被裡面某片段音效嚇到裡面的詭異氛圍比電影咒還緊張刺激如果想把魔比斯當作是一個多厲害的英雄電影可能會讓人失望但如果把魔比斯當作是一個故事電影故事劇情鋪成還算不錯特效音效也做得很好每個人看法跟想法不同個人給五顆星評價
Morbius 是漫威系列老公就找我去看真的很好看題材很新穎想再二刷
Morbius 太好看了真心推薦一貫的漫威電影風格尤其是最後的彩蛋有兩個一定要看完
Morbius 太精彩了完完全全超越了復仇者聯盟終局之戰簡直就是超級英雄電影的里程碑不看就不是台灣人
Morbius 覺得特效有點太多太重劇情線鋪陳就是漫威式的某腳色帶入前傳篇娛樂性質可以看看男主角部分的演出算是可看點
Morbius 本來因為網路負評太多沒什麼期待結果專注的從頭看到尾很好看
Morbius 好看近期比較熱血的電影
Morbius 打鬥不錯劇情不錯音樂很熱血
Morbius 太好看了期待第二季
Morbius 這絕對是今年目前最好看電影動物系的漫威英雄很不一樣劇情很棒節奏順暢打鬥畫面絕對要進戲院才能感受到大螢幕的精彩推薦大家清明連假有空進戲院看看
Morbius 魔比斯好看新型態英雄的能力自然界動物得能力超乎你我想像打鬥的爽度絕對要體驗大螢幕得感動大推進戲院觀賞
Morbius 超級推真的好好看期待下一部
Morbius 我家沅沅說超好看的啦看到一半哥吉拉還跑出來跟魔比斯對打還好最後勝利還是屬於邪惡的一方大推啊
"Sonic the Hedgehog 2" 紅色肌肉爆炸多飛不高了可愛
"Sonic the Hedgehog 2" 好看金凱瑞還是依舊好笑最後對決超帥有片尾伏筆很期待第三集
"Sonic the Hedgehog 2" 超級好看又好笑少了一些宣傳的力量
"Sonic the Hedgehog 2" 超愛的第一集音效特棒準備去電影院看
"Sonic the Hedgehog 2" 最後七顆寶石才是找尋後面角色紅色能戲粉多點就好了
"Sonic the Hedgehog 2" 期待第三部微一不族是紅色那下次可以戲份多一點
"Sonic the Hedgehog 2" 金凱瑞演超好好笑又無冷場適合輕鬆看不錯
"Sonic the Hedgehog 2" 魔比斯比較好看前面還蠻好看後面拖戲
"Sonic the Hedgehog 2" 好看結合仿電玩的動畫部分很有無冷場
"Sonic the Hedgehog 2" 怎麼辦害我迫不及待等第三部了
"Sonic the Hedgehog 2" 好看喔劇情很緊湊很適合小朋友看大朋友看然後音樂也很棒結束不要急著走
"Sonic the Hedgehog 2" 好看試何合家觀賞蛋頭出乎意了精財
"Sonic the Hedgehog 2" 一部戲院充滿兒童笑聲的電影動畫真人演出有點卡通版的復仇者聯盟的感覺裡面也有反恐特勤組男主角薛馬摩爾的跨刀演出金凱瑞展現他橡皮臉的誇張表情演出依舊出色搞笑適合兒童節帶小朋友進場觀賞
Funeral 為什麼鬼片可以那麼感動啊哭到口罩都濕了
Funeral 我覺得本片最大的缺失就是：劇情不夠緊湊前半段對白太少且攏長有些許無意義的拖戲可能知道導演是以逐步的方式呈現恐怖感不過可以增加演員的台詞來為前半段的鋪陳增添一點色彩才不會顯得格外無趣戲中畫面從頭到尾幾乎都是在拍女主角所有事情也都環繞女主角一人劇情顯得些許簡陋另外明星臉部真的要好好注重像演女主角姐姐的高宇蓁還比她美膚質比她好如果高宇蓁也有重頭戲的話應該可以再拉高票房
Funeral 老婆演的電影最棒了
Funeral 有些橋段很恐怖結局意想不到還不錯
Funeral 起初看鬼片的心情看這部片不嚇人很多的等待剛看完沒有什麼感覺但回到家夜深人靜時想起家人那不就是劇情裡那種距離嗎人生中有太多太多人為了生活一天一天的過著確沒有時間去跟自己最愛的家人說句心裡話哪怕是一通電話一部電影好壞其實各有想法但是對我來說這部電影讓我知道我該打通電話給我那在國外的爸爸聽聽他這些年這些我努力過著自己生活的日子裡他是怎麼過的謝謝導演謝謝讓我知道我應該要開始更多的用心對待我的家人人生很短暫日子很漫長而我正在飾演著一部屬於我自己的電影
Funeral 好看是好看可是前面真的看不懂後面才有劇情
Funeral 看完咒再來看這個原本帶著看爛片的心情想說要從頭吐槽到尾沒想到出乎我的意料之外納豆爸爸等人演技真的都太好了一下就融入劇情中加入親情的部份真的很感動沒想到看恐怖片還會流淚最後的反轉也有嚇到很棒的一部片推薦看完咒覺得很爛的人試試這部
Funeral 粉衝著第一次挑戰電影就拍鬼片所以去看了自己不是很愛的題材前面音效真的效果太強一直被嚇到實在很想塞住耳朵加上太專心於螢幕剛好又坐最後一排有人進來的餘光真的被嚇慘了為了生活籌措女兒醫藥費辛苦賺錢因為疼愛的阿公過世回到老家逼著自己面對當年逃避的嚴厲父親種種的情節穿插著噩夢恐怖鬼影真的很錯綜複雜最後劇情的轉折真的驚呆了也有埋下一些伏筆如果要拍百日或是後續都很好發揮故事也沒說死凡事都有可能真的很適合初入鬼片的觀眾到電影院捧場
Funeral 看完想法墓跟火燒墓當然咒那原素分開東西那其實超來類似都用演那整体
Funeral 意外的嚇人也有感動的很喜歡支持
Funeral 真的演得很好五顆星是給她的實至名歸頭七結局大問號所以是要再接著拍三七五七七七來湊個回魂電影宇宙嗎
Funeral 好看被嚇到好多次最後結局讓人遺憾
Funeral 分是給母女真心覺得演得很好希望多點演出作品痛哭那段我也好難過不知不覺想跟著哭我說句實話電影劇情格局不夠大且不夠細膩所以看起來會略顯平淡但是題材是好的哦因為人都有生老病死台灣傳統就是這樣送走亡者所以每個人都有頭七所以大家會被電影名字吸引走進戲院加油可以更好
Funeral 劇情細膩感人極具人性美術攝影也都值得推薦
Funeral 國片的品質真的越來越好了特效也比想像中精緻電影有很多細節都是在二刷後才看明白是非常值得二刷的電影
Funeral 的演技還蠻自然的看起來不會尷尬也不會出戲整体劇情節奏太緩慢以致於沒時間交待更多的細節演員戲都演的很好剪接起來的內容不夠精彩雖然我隨也哭的一把鼻涕一把淚只是覺得整部戲有點可惜了應該是還可以更好看一些
Funeral 超的彩蛋是主要演員出現在電影院
Funeral 突破以前小公主的印象這部戲不會到十分恐怖劇情完整說明愛要及時把握當下不要因為鬥氣錯過就是永遠且說明人比鬼還可怕
Funeral 看不出來任家萱是第一次演電影讓觀眾完全融入李春華這個角色一點都沒有戲外的影子本電影最大的亮點大概是納豆所飾演的角色讓整個劇情大反轉撇除劇本設定有點超展開之外演員們在電影裡的角色張力讓觀眾是耳目一新的
Funeral 納豆真的很厲害有被反轉到也是突破我對她的刻板印象以涵妹妹演技真的不錯這部戲整體劇情完整不會到非常嚇人更多是在說家人之間的情感不要到最後才發現原來彼此如此相愛卻又來不及愛要及時
Funeral 看完咒也看完頭七真心覺得國片鬼片越拍越好了頭七的全體演員演技都很棒
Funeral 從頭到尾都很緊湊刺激非常好看意想不到的劇情納豆真的很會演厲害超好看的
Funeral 不同於以往只是嚇人的鬼片是帶有親情劇的鬼片用親情去包裝恐懼很意外的操作也意外的和諧意外的好看
Funeral 這部真的比咒好看太多了尤其是和納豆的演技超好氣氛也營造的非常好其中有幾幕含義較深平常人比較看不懂的最後的劇情轉折也做的很好非常值得去看的一部恐怖片
Funeral 劇情鋪陳還不錯不只是恐佈片親情的部分也感人最後劇情的反轉讓人意想不到值得推薦
Funeral 反轉劇情很精彩有看得出任家萱有認真鑽研劇本不僅突破自己也豐富了整個故事希望以後能在熒幕上看到詮釋更多人物角色主題曲簡直不要太好聽啦
Funeral 運鏡和劇情鋪陳還不錯不只是恐佈片親情的部分也感人最後劇情的反轉讓人意想不到值得推薦的一部片
Funeral 整場恐怖音效環繞就算遮住眼睛也沒辦法抵擋他的驚嚇程度從頭到尾被聲音嚇到魂飛魄散雖然真的超可怕但也是一部感人的電影太精彩了
Funeral 相當好看的恐怖片人物動機都交代得相當清楚前提假設撥雲見日之後許多謎團讓人恍然大悟在恐怖氛圍中反而突顯出親情的羈絆攝影質感和音效都很用心女主角第一次演電影但感情非常投入真的值得進戲院一看
Funeral 第一次演恐怖片老實說演技真的不錯也沒出戲後面劇情大反轉真的很意外
Funeral 之前預告沒有注意到有高宇蓁到電影院看才看到對於時常看八點檔和偶像劇的我看到的時候蠻意外的恭喜高宇蓁跟都演出處女秀在戲劇圈又更上一層樓重點是這部片有洋蔥而且帶著可怕的洋蔥
Funeral 本來看到這個演員陣容沒有很期待但是結果卻意外的嚇人的演技也不錯完全不會出戲還是很值得一看的鬼片啦
Funeral 作為鬼片來說真的劇情非常不錯喔還很溫馨的演技又超出預期有被她嚇到音效真的很可支持
Funeral 對於恐怖片我一直都是由衷的喜愛所以也比較挑剔的頭七這部電影我覺得很好看的演技可圈可點幾位拿過金馬獎的演員當然就不必多說了推薦大家進戲院看
Funeral 第一次演恐怖片演的真好沒想到劇情轉折很大納豆也演的超好這部國片真的值得去支持
Funeral 劇情緊湊反轉處令人意外演員演技都很棒被嚇了好幾次沒看鬼片的我雖然是為了娜娜才看但真心推薦給不敢看鬼片和很少看國片的你值得進戲院看看
Funeral 全片營造的恐怖氛圍還蠻嚇人的被嚇到了好幾次
Funeral 娜娜扮演一位單親媽媽很有媽媽味道喔當中被音效影像嚇了很多次故事結尾讓人有點感傷也讓人心裡毛毛但是就像娜娜說愛要及時保握當下
Funeral 驚悚驚嚇又恐怖的演技太讚了尤其在樹林哭喊爸爸那一幕令人動容忍不住流下了眼淚大推
Funeral 實在太好看了不管是劇情安排的非常有創意場景也讓人瑟瑟發抖整個畫面也很美只能說是一部用心而且完成度高的一部電影
Funeral 头七真的要看起来真的演得很好
Funeral 大推被娜娜的演技驚艷私心敲碗希望日後還有機會看到娜娜的其他大螢幕作品她的演技真觸動人心看見不一樣的她
Funeral 今天看了頭七很有劇情的鬼片清明節連假約朋友衝一波女神任家萱主演納豆吳以涵高宇蓁全都是演技嚇很大真心熱推頭七每個人一生只能辦一次頭七二刷就要約女戰士一起趣討抱抱機率高前陣子看完咒滿滿的負能量不舒服同行的朋友說他憂鬱症又上身了看完不推咒
Funeral 被音效嚇了幾次劇情反轉感人演員們演技不錯
Funeral 劇情交代清楚演技進步角色挑得不錯
Funeral 前面一開始的時候就已經在鋪梗只是鋪梗有點長後面開始回去老宅開始有看點之後的翻轉真的有在精彩是一部不錯的作品娜娜第一次演鬼片有幾幕的眼神很到位很棒
Funeral 萱萱第一次演鬼片突破自我真的太棒了啦票房大賣大賣再大賣希望在內地也能看到這部電影
Funeral 演員不錯劇情怕怕般人還是會被嚇到
